id,text,label
4885,"  In this paper we investigate the mass assembly history of ultramassive (Mstar
> 10^11Msun) dense (Sigma = Mstar/(2*pi*Re^2) > 2500 Msun/pc^2) early-type
galaxies (ETGs) over the last 9 Gyr. We have traced the evolution of the number
density rho of ultramassive dense ETGs and have compared their structural
(effective radius Re and stellar mass Mstar) and dynamical (velocity dispersion
sigma_e) parameters over the redshift range 0 < z < 1.6. We have derived the
number density at 1.6 < z < 1 from the MUNICS and GOODS-South surveys, while we
have used the COSMOS and SDSS spectroscopic surveys to probe the intermediate
and local redshift range. For the comparison of the dynamical and structural
parameters, we have collected the ultramassive dense ETGs at 1.2 < z < 1.6 for
which velocity dispersion measurements are available (11 ETGs). For 4 of them
we present unpublished estimates of sigma_e. We probe the intermediate redshift
range, and the local universe using the samples of ETGs by Saglia et al.
(2010), Zahid et al. (2015), and by Thomas et al. (2010). We find that the
number density of ultramassive dense ETGs evolves as rho(z) = K*(1 +
z)^(0.3\pm0.8) implying a decrease of ~ 25% of the population since z = 1.6. By
comparing the values of Re, Mstar, and sigma_e of ultramassive dense ETGs over
the range 0 < z < 1.6 we find that all the high-z ETGs have a counterpart in
the local universe. This implies either that the majority (~70%) of
ultramassive dense ETGs has already completed its assembly and its shaping at
<z> = 1.4, or that, if a significant fraction of them evolves in size, new
ultramassive dense ETGs must form at z < 1.5 to maintain their number density
almost constant. The difficulty into identify good progenitors for these new
dense ETGs at z < 1.5, and the stellar populations properties of local
ultramassive dense ETGs point toward the first hypothesis.
",human
4886,"We investigated the effectiveness of a critical thinking instructional program in enhancing students' ability to analyze complex information, evaluate arguments, and make informed decisions. Our study aimed to address the challenge of developing critical thinking skills in an era where information is readily available and often misleading.   We designed a 12-week program incorporating a combination of lectures, group discussions, and case studies to promote critical thinking. Participants were randomly assigned to either a treatment group, which received the critical thinking program, or a control group, which received a traditional academic curriculum.   Our results showed that the treatment group demonstrated significant improvements in critical thinking skills, as measured by standardized tests and instructor evaluations. Specifically, they exhibited enhanced ability to identify biases, recognize logical fallacies, and construct well-supported arguments.   We also found that the treatment group exhibited improved performance in real-world applications, such as resolving moral dilemmas and making informed decisions under uncertainty.   Our study highlights the importance of integrating critical thinking into the curriculum and underscores the need for educators to adopt a more nuanced approach to teaching this complex skill. We argue that critical thinking should be viewed as a dynamic and iterative process, rather than a fixed set of skills that can be acquired through a single program.",machine
4887,"In this study, we utilized the Gemini Multi-Object Spectrograph (GMOS) equipped with the Gemini Planet Imager (GPI) Adaptive Optics (MCAO) system to conduct high-resolution imaging of the Galactic globular cluster NGC 2808. Our primary objective was to determine the absolute age of NGC 2808 through detailed stellar population analysis. The MCAO system enabled us to achieve unprecedented angular resolution and contrast, allowing for the detection of fainter and more distant stars within the cluster. We applied sophisticated statistical methods and synthetic modeling techniques to analyze the color-magnitude diagrams and derive the ages of individual stars. The results indicate that NGC 2808 has an absolute age of approximately 12 billion years, consistent with theoretical predictions based on its metallicity and spatial distribution. This research not only contributes to our understanding of the evolutionary history of globular clusters but also provides valuable insights into the structure and dynamics of the Milky Way's halo.",machine
4888,"This research paper investigates the concept of adaptive sampling in the moderate-confidence regime, a regime where the simulator's confidence in its predictions is moderate, neither extremely high nor extremely low. The simulator, a crucial component of statistical modeling, is often faced with the challenge of balancing exploration and exploitation in order to optimize its performance. Adaptive sampling, a technique used by the simulator to adapt to changing environments, has been shown to improve the simulator's performance in various regimes. However, its effectiveness in the moderate-confidence regime remains largely unexplored.  The objective of this research is to understand the behavior of adaptive sampling in the moderate-confidence regime and to develop a new framework for evaluating its performance. A comprehensive literature review is conducted to identify the key factors that influence the effectiveness of adaptive sampling in this regime. A novel simulation-based approach is then developed to investigate the impact of different adaptive sampling strategies on the simulator's performance. The results show that adaptive sampling can significantly improve the simulator's performance in the moderate-confidence regime, particularly when the simulator is faced with high-dimensional and high-noise data. The findings also highlight the importance of carefully tuning the adaptive sampling strategy to optimize the simulator's performance. The research contributes to our understanding of adaptive sampling in the moderate-confidence regime and provides new insights into the design of simulators for high-dimensional and high-noise data.",machine
4889,"  Electrical resistivity rho, magnetic susceptibility chi, magnetization M and
specific heat measurements are reported on a singlecrystalline sample of
CePd5Al2, showing successive antiferromagnetic orderings at T_N1=4.1 K and
T_N2=2.9 K. The temperature dependence of T_N1 shows a Kondo metal behavior
with large anisotropy, rho_c/rho_a=3.2 at 20 K, and opening of a superzone gap
along the tetragona c-direction below T_N1. Both T_N1 and T_N2 gradually
increase with applying pressure up to 2.5 GPa. The data of chi(T) and M(B) in
the paramagnetic state were analyzed using a crystalline electric field (CEF)
model. It led to a Kramers doublet ground state with wave functions consisting
primarily of |+-5/2>, whose energy level is isolated from the excited states by
230 and 300 K. This CEF effect gives rise to the large anisotropy in the
paramagnetic state. In the ordered state, the uniaxial magnetic anisotropy is
manifested as M_c/M_a=20 in B=5 T and at 1.9 K, and chi_c/chi_a=25 in B=0.1 T
and at 4 K. This huge uniaxial magnetic anisotropy in the antiferromagnetic
states can be interpreted in terms of isotropic magnetic interaction among the
Ce^{3+} moments governed by the strong CEF. In powder neutron diffraction
experiments, magnetic reflections were observed owing to the antiferromagnetic
ordered states below T_N1, however, no additional reflection was found below
T_N2.
",human
4890,"In this study, we investigate the interplay between Hamiltonian graphs and the Traveling Salesman Problem (TSP), aiming to bridge theoretical graph properties with practical optimization challenges. We begin by defining Hamiltonian graphs—those that contain a cycle visiting each vertex exactly once—and exploring their structural characteristics that facilitate TSP solutions. Our primary objective is to evaluate the effectiveness of various algorithms, including heuristic methods and exact approaches, in solving TSP instances derived from Hamiltonian graphs.  We systematically apply a series of algorithms, such as the nearest neighbor and genetic algorithms, to analyze their performance against Hamiltonian graph representations. We focus on analyzing computational complexity, solution accuracy, and runtime efficiency. Our results indicate that while heuristic methods yield satisfactory approximations for large graphs, exact algorithms—such as branch-and-bound—demonstrate superior performance for smaller, fully Hamiltonian instances.  We also observe that particular graph structures within Hamiltonian graphs, such as complete graphs and cycle graphs, produce optimal solutions in polynomial time, thus highlighting the significance of graph topology in TSP instances. Our findings suggest that integrating Hamiltonian properties into TSP-solving techniques can enhance algorithmic efficiency. Ultimately, we conclude that the structural insights obtained from Hamiltonian graphs can inform and improve the resolution of the TSP, presenting a valuable avenue for future research in combinatorial optimization and graph theory.",machine
4891,"  Hydrodynamic stability has been a longstanding issue for the cloud model of
the broad line region in active galactic nuclei. We argue that the clouds may
be gravitationally bound to the supermassive black hole. If true, stabilisation
by thermal pressure alone becomes even more difficult. We further argue that if
magnetic fields should be present in such clouds at a level that could affect
the stability properties, they need to be strong enough to compete with the
radiation pressure on the cloud. This would imply magnetic field values of a
few Gauss for a sample of Active Galactic Nuclei we draw from the literature.
We then investigate the effect of several magnetic configurations on cloud
stability in axi-symmetric magnetohydrodynamic simulations. For a purely
azimuthal magnetic field which provides the dominant pressure support, the
cloud first gets compressed by the opposing radiative and gravitational forces.
The pressure inside the cloud then increases, and it expands vertically.
Kelvin-Helmholtz and column density instability lead to a filamentary
fragmentation of the cloud. This radiative dispersion continues until the cloud
is shredded down to the resolution level. For a helical magnetic field
configuration, a much more stable cloud core survives with a stationary density
histogram which takes the form of a power law. Our simulated clouds develop
sub-Alfvenic internal motions on the level of a few hundred km/s.
",human
4892,"We investigated the interplay between the Hall conductance, topological quantum phase transition, and the Diophantine equation on the honeycomb lattice, a paradigmatic model system for topological phases of matter. Through a combination of analytical and numerical methods, we derived a rigorous expression for the Hall conductance of the honeycomb lattice, revealing a non-trivial topological phase transition at a critical density of electrons. This transition is characterized by a sudden change in the Hall conductance, indicative of a topological quantum phase transition.  Our analysis revealed that the critical density is related to the Diophantine equation, which governs the electronic structure of the honeycomb lattice. Specifically, we showed that the solution to this equation determines the topological phase of the system, and that a non-trivial phase is only realized when the equation has a specific form. This connection between the Diophantine equation and the topological phase transition provides a novel perspective on the interplay between electronic structure and topological properties.  Our results also demonstrate the importance of considering the interplay between the Hall conductance and the Diophantine equation in the context of topological phases of matter. By understanding the relationship between these two quantities, we gain insight into the underlying physics of topological quantum phase transitions, and can develop a more comprehensive understanding of the behavior of topological phases in a wide range of systems.",machine
4893,"  We consider the time-dependent Schr\""odinger equation on a Riemannian
manifold $\mathcal{A}$ with a potential that localizes a certain class of
states close to a fixed submanifold $\mathcal{C}$. When we scale the potential
in the directions normal to $\mathcal{C}$ by a parameter $\varepsilon\ll 1$,
the solutions concentrate in an $\veps$-neighborhood of $\mathcal{C}$. We
derive an effective Schr\""odinger equation on the submanifold $\mathcal{C}$ and
show that its solutions, suitably lifted to $\mathcal{A}$, approximate the
solutions of the original equation on $\mathcal{A}$ up to errors of order
$\varepsilon^3|t|$ at time $t$. Furthermore, we prove that the eigenvalues of
the corresponding effective Hamiltonian below a certain energy coincide up to
errors of order $\varepsilon^3$ with those of the full Hamiltonian under
reasonable conditions.
  Our results hold in the situation where tangential and normal energies are of
the same order, and where exchange between these energies occurs. In earlier
results tangential energies were assumed to be small compared to normal
energies, and rather restrictive assumptions were needed, to ensure that the
separation of energies is maintained during the time evolution. Most
importantly, we can allow for constraining potentials that change their shape
along the submanifold, which is the typical situation in the applications to
quantum wave guides and to quantum molecular dynamics.
  In order to explain the meaning and the relevance of some of the terms in the
effective Hamiltonian, we analyze in some detail the application to quantum
wave guides, where $\mathcal{C}$ is a curve in $\mathcal{A}=\mathbb{R}^3$. This
allows us to generalize two recent results on spectra of such wave guides.
",human
4894,"This study investigates the capacity and performance of an adaptive Massive Input-Massive Output (MIMO) system based on beam-nulling technique. The system's adaptive capabilities enable it to adjust to changing channel conditions, ensuring optimal performance. In this analysis, we simulated a 4x4 MIMO system, with the beam-nulling technique used for interference suppression. The base station utilized a least mean square (LMS) algorithm for adaptive weight optimization, while the user terminals employed a minimum mean square error (MMSE) receiver. Our simulation results demonstrated that, with increasing signal-to-noise ratio (SNR), the adaptive MIMO system exhibited improved capacity and signal throughput compared to a conventional MIMO system without adaptation. This improvement was primarily due to effective interference suppression and channel estimation. The adaptive system's ability to adapt to changing channel conditions resulted in a mean capacity gain of approximately 50% compared to the non-adaptive system, which corresponds to a potential increase in system throughput. As the number of antennas and users in the system increased, the capacity and performance gains became more significant. This research sheds light on the importance of implementing adaptive techniques, such as beam-nulling, in MIMO systems to optimize capacity and improve performance.",machine
4895,"The differential rotation of stars, particularly the latitudinal component, has been a subject of extensive study in the field of stellar astrophysics. This phenomenon refers to the varying rate of rotation of stars at different latitudes, which has significant implications for our understanding of stellar interior dynamics and magnetic field generation. The stability of latitudinal differential rotation is crucial, as it affects the star's magnetic field, planetary system formation, and ultimately, the habitability of exoplanets.  The objective of this research is to investigate the stability of latitudinal differential rotation in stars, focusing on the interplay between internal dynamics, magnetic field, and rotation rate. To achieve this, we employ a combination of theoretical models and numerical simulations, utilizing advanced computational tools and observational data from the Kepler space telescope and the Hubble Space Telescope.  Our results indicate that latitudinal differential rotation is indeed stable in most stars, with a characteristic timescale of rotation that is relatively insensitive to the star's mass, radius, and metallicity. However, we also find that the stability of latitudinal differential rotation can be affected by the presence of strong magnetic fields, which can lead to a decrease in stability. Furthermore, our simulations suggest that the latitudinal differential rotation can be influenced by the star's internal dynamics, particularly the rotation rate and the presence of convective zones.  Overall, this study provides new insights into the stability of latitudinal differential rotation in stars, highlighting the importance of considering the interplay between internal dynamics, magnetic field, and rotation rate in understanding stellar behavior. The findings of this research have significant implications for our understanding of stellar evolution, planetary system formation, and the search for life beyond Earth.",machine
4896,"  In this article, we bring a new light on the concept of the inf-convolution
operation $\oplus$ and provides additional informations to the work started in
\cite{Ba1} and \cite{Ba2}. It is shown that any internal law of group metric
invariant (even quasigroup) can be considered as an inf-convolution.
Consequently, the operation of the inf-convolution of functions on a group
metric invariant is in reality an extension of the internal law of $X$ to
spaces of functions on $X$. We give an example of monoid $(S(X),\oplus)$ for
the inf-convolution structure, (which is dense in the set of all $1$-Lipschitz
bounded from bellow functions) for which, the map $\arg\min : (S(X),\oplus)
\rightarrow (X,.)$ is a (single valued) monoid morphism. It is also proved
that, given a group complete metric invariant $(X,d)$, the complete metric
space $(\mathcal{K}(X),d_{\infty})$ of all Katetov maps from $X$ to $\R$
equiped with the inf-convolution has a natural monoid structure which provides
the following fact: the group of all isometric automorphisms
$Aut_{Iso}(\mathcal{K}(X))$ of the monoid $\mathcal{K}(X)$, is isomorphic to
the group of all isometric automorphisms $Aut_{Iso}(X)$ of the group $X$. On
the other hand, we prove that the subset $\mathcal{K}_C(X)$ of $\mathcal{K}(X)$
of convex functions on a Banach space $X$, can be endowed with a convex cone
structure in which $X$ embeds isometrically as Banach space.
",human
4897,"The discovery of the Higgs boson at the Large Hadron Collider (LHC) marked a pivotal moment in particle physics, confirming the Standard Model's (SM) mechanism of electroweak symmetry breaking. However, recent observations, specifically the B-anomalies observed in semi-leptonic B-meson decays, suggest potential deviations from the SM predictions, indicating new physics. This study investigates the implications of a lighter than expected Higgs boson within the context of these B-anomalies. By employing an extended scalar sector model, we explore scenarios where a lighter Higgs could manifest at LHC energies and contribute to the anomalous behavior observed in B-meson decays. Through a combination of theoretical modeling and empirical data analysis, we examine how such a particle could interact with the SM fields, particularly focusing on its effects on rare decay processes. Our methodology involves simulating collider interactions using leading grid-aware techniques to predict the potential signatures of a light Higgs at the LHC, as well as conducting detailed statistical analyses of recent B-anomaly data. The key findings suggest that a light Higgs, with distinct coupling schemes, can account for certain features of the B-anomalies while remaining consistent with current collider results. The conclusions drawn from this research highlight that introducing a light Higgs not only provides a plausible explanation for these anomalies but also motivates further experimental searches at the LHC. This could significantly impact our understanding of fundamental forces, pointing towards a richer scalar sector in particle physics.",machine
4898,"  Zahn (1975) first put forward and calculated in detail the torque experienced
by stars in a close binary systems due to dynamical tides. His widely used
formula for stars with radiative envelopes and convective cores is expressed in
terms of the stellar radius, even though the torque is actually being applied
to the convective core at the core radius. This results in a large prefactor,
which is very sensitive to the global properties of the star, that multiplies
the torque. This large factor is compensated by a very small multiplicative
factor, $E_{2}$. Although this is mathematically accurate, depending on the
application this can lead to significant errors. The problem is even more
severe, since the calculation of $E_{2}$ itself is non-trivial, and different
authors have obtained inconsistent values of $E_{2}$. Moreover, many codes
(e.g. BSE, StarTrack, MESA) interpolate (and sometimes extrapolate) a fit of
$E_{2}$ values to the stellar mass, often in regimes where this is not sound
practice. We express the torque in an alternate form, cast in terms of
parameters at the envelope-core boundary and a dimensionless coefficient,
$\beta_{2}$. Previous attempts to express the torque in such a form are either
missing an important factor, which depends on the density profile of the star,
or are not easy to implement. We show that $\beta_{2}$ is almost independent of
the properties of the star and its value is approximately unity. Our formula
for the torque is simple to implement and avoids the difficulties associated
with the classic expression.
",human
4899,"  We present calculations of the exchange interactions and Curie temperatures
in Cr-based pnictides and chalcogenides of the form CrX with X=As, Sb, S, Se
and Te, and the mixed alloys CrAs$_{50}$X$_{50}$ with X=Sb, S, Se, and Te. The
calculations are performed for Zinc Blende (ZB) structure for 12 values of the
lattice parameter between 5.44 and 6.62 \AA, appropriate for some typical II-VI
and III-V semiconducting substrates. Electronic structure is calculated via the
linear muffin-tin-orbitals (LMTO) method in the atomic sphere approximation
(ASA), using empty spheres to optimize ASA-related errors. Whenever necessary,
the results have been verified using the full-potential version of the method,
FP-LMTO. The disorder effect in the As-sublattice for CrAs$_{50}$X$_{50}$
(X=Sb, S, Se, Te) alloys is taken into account via the coherent potential
approximation (CPA). Exchange interactions are calculated using the linear
response method for the ferromagnetic (FM) reference states of the alloys, as
well as the disordered local moments (DLM) states. These results are then used
to estimate the Curie temperature from the low and high temperature side of the
ferromagnetic/paramagnetic transition. Estimates of the Curie temperature are
provided, based on the mean field and the more accurate random phase
approximations. Dominant antiferromagnetic exchange interactions for some low
values of the lattice parameter for the FM reference states in CrS, CrSe and
CrTe prompted us to look for antiferromagnetic (AFM) configurations for these
systems with energies lower than the corresponding FM and DLM values. Results
for a limited number of such AFM calculations are discussed, identifying the
AFM[111] state as a likely candidate for the ground state for these cases.
",human
4900,"The concept of thermal corpuscular black holes (TCBHs) has gained significant attention in recent years due to their unique properties distinct from classical black holes. This abstract presents a brief overview of TCBHs, their formation, and their implications on our understanding of black hole physics.  Black holes, astrophysical objects with strong gravitational fields, have long intrigued scientists due to their enigmatic nature. Traditional theories suggest that black holes are formed when massive stars collapse under their own gravity. However, recent studies have proposed the existence of TCBHs, which may form from the collapse of extremely hot and dense quasars or other compact objects.  The objective of this study is to explore the fundamental properties of TCBHs and their potential implications on the broader field of black hole physics. We will examine the formation mechanisms, size, temperature, and the thermodynamics of TCBHs.  To achieve our objectives, we will conduct a comprehensive review of the latest literature on TCBHs. We will analyze various theoretical models and computational simulations that have been proposed to explain the formation and properties of TCBHs. Additionally, we will consider the observational evidence, if any, that supports the existence of TCBHs.  Our analysis reveals that TCBHs may exhibit unique properties compared to traditional black holes. For instance, TCBHs are expected to have a finite size due to their thermal nature, and they may emit Hawking radiation, which is a characteristic feature of quantum black holes. Moreover, TCBHs may provide a possible explanation for the high-energy cosmic rays observed in astrophysics.  In conclusion, this study sheds light on the fascinating area of TCBHs, their formation mechanisms, and their implications on the broader field of black hole physics. By further investigating TCBHs, we may gain a deeper understanding of the intricacies of black hole behavior and the universe as a whole.",machine
4901,"  We present a description of the data reduction and mapmaking pipeline used
for the 2008 observing season of the Atacama Cosmology Telescope (ACT). The
data presented here at 148 GHz represent 12% of the 90 TB collected by ACT from
2007 to 2010. In 2008 we observed for 136 days, producing a total of 1423 hours
of data (11 TB for the 148 GHz band only), with a daily average of 10.5 hours
of observation. From these, 1085 hours were devoted to a 850 deg^2 stripe (11.2
hours by 9.1 deg) centered on a declination of -52.7 deg, while 175 hours were
devoted to a 280 deg^2 stripe (4.5 hours by 4.8 deg) centered at the celestial
equator. We discuss sources of statistical and systematic noise, calibration,
telescope pointing, and data selection. Out of 1260 survey hours and 1024
detectors per array, 816 hours and 593 effective detectors remain after data
selection for this frequency band, yielding a 38% survey efficiency. The total
sensitivity in 2008, determined from the noise level between 5 Hz and 20 Hz in
the time-ordered data stream (TOD), is 32 micro-Kelvin sqrt{s} in CMB units.
Atmospheric brightness fluctuations constitute the main contaminant in the data
and dominate the detector noise covariance at low frequencies in the TOD. The
maps were made by solving the least-squares problem using the Preconditioned
Conjugate Gradient method, incorporating the details of the detector and noise
correlations. Cross-correlation with WMAP sky maps, as well as analysis from
simulations, reveal that our maps are unbiased at multipoles ell > 300. This
paper accompanies the public release of the 148 GHz southern stripe maps from
2008. The techniques described here will be applied to future maps and data
releases.
",human
4902,"In this study, we investigate the power law and exponential ejecta size distributions resulting from the dynamic fragmentation of shock-loaded copper (Cu) and tin (Sn) metals under melt conditions. Our research aims to address the problem of understanding the fragmentation processes in metals subjected to extreme conditions, particularly focusing on the size distribution of the ejected particles. By conducting dynamic fragmentation experiments on Cu and Sn metals using shock-loading techniques, we obtained data on the size distribution of the ejected fragments. Our results show that the ejecta size distributions follow a power law pattern for larger particles and an exponential distribution for smaller fragments. This observation suggests that different mechanisms govern the fragmentation process at various length scales. To analyze the obtained distributions, we employ statistical tools and modeling approaches to elucidate the underlying dynamics of the fragmentation process. Our findings provide insights into the complex nature of material fragmentation under extreme conditions and contribute to the fundamental understanding of particle size distributions in shock-loaded metals, which is crucial for various engineering and scientific applications.",machine
4903,"  Datalog is one of the best-known rule-based languages, and extensions of it
are used in a wide context of applications. An important Datalog extension is
Disjunctive Datalog, which significantly increases the expressivity of the
basic language. Disjunctive Datalog is useful in a wide range of applications,
ranging from Databases (e.g., Data Integration) to Artificial Intelligence
(e.g., diagnosis and planning under incomplete knowledge). However, in recent
years an important shortcoming of Datalog-based languages became evident, e.g.
in the context of data-integration (consistent query-answering, ontology-based
data access) and Semantic Web applications: The language does not permit any
generation of and reasoning with unnamed individuals in an obvious way. In
general, it is weak in supporting many cases of existential quantification. To
overcome this problem, Datalogex has recently been proposed, which extends
traditional Datalog by existential quantification in rule heads. In this work,
we propose a natural extension of Disjunctive Datalog and Datalogex, called
Datalogexor, which allows both disjunctions and existential quantification in
rule heads and is therefore an attractive language for knowledge representation
and reasoning, especially in domains where ontology-based reasoning is needed.
We formally define syntax and semantics of the language Datalogexor, and
provide a notion of instantiation, which we prove to be adequate for
Datalogexor. A main issue of Datalogex and hence also of Datalogexor is that
decidability is no longer guaranteed for typical reasoning tasks. In order to
address this issue, we identify many decidable fragments of the language, which
extend, in a natural way, analog classes defined in the non-disjunctive case.
Moreover, we carry out an in-depth complexity analysis, deriving interesting
results which range from Logarithmic Space to Exponential Time.
",human
4904,"Boson topological insulators (BTI), a relatively new class of quantum materials, have gained significant attention due to their unique electronic properties and potential applications in quantum computing and other emerging technologies. BTI is characterized by topologically protected edge states that exhibit non-local correlation and spin-orbit coupling.  The objective of this study is to explore the fundamental properties of boson topological insulators, focusing on their unique topological phases and quantum entanglement properties. We begin by providing a brief overview of the background and experimental realization of boson topological insulators. Next, we discuss the methodology used to investigate these materials, including theoretical models and experimental techniques such as transport measurements and spectroscopy.  Our key findings reveal that boson topological insulators exhibit highly entangled quantum phases, characterized by non-local correlations and topological protection of edge states. We demonstrate that these phases can be probed through transport measurements and spectroscopy techniques, providing insight into the underlying physics of boson topological insulators. The implications of these findings for quantum computing and other emerging technologies are also discussed.  In conclusion, this study contributes to the growing body of knowledge on boson topological insulators, shedding light on their unique topological phases and quantum entanglement properties. The findings of this research have significant implications for the development of new quantum technologies and provide a deeper understanding of the fundamental principles of topological quantum matter.",machine
4905,"Coherent Radiation from Extensive Air Showers in the Ultra-High Frequency Band  Extensive air showers (EAS) are a manifestation of high-energy particle interactions with the Earth's atmosphere, producing a cascade of secondary particles that can be detected on the ground. The ultra-high frequency (UHF) band, spanning from 100 MHz to 1 GHz, is an under-explored region for studying EAS radiation. This study aimed to investigate the coherent radiation properties of EAS in the UHF band, with a focus on the detection of electromagnetic pulses (EMPs) and their potential use as a probe for EAS properties.  A comprehensive review of existing literature on EAS radiation in the UHF band revealed a scarcity of data, primarily due to the technical challenges associated with detecting EMPs at these frequencies. To address this gap, a novel experimental setup was designed and implemented, utilizing a combination of radio frequency (RF) and microwave antennas to detect and analyze UHF radiation from EAS. The results of this study demonstrate the feasibility of detecting coherent radiation from EAS in the UHF band, with a focus on the characteristics of EMPs and their potential use as a diagnostic tool for EAS properties.  Key findings indicate that EAS radiation in the UHF band exhibits a significant degree of coherence, with EMPs displaying a characteristic pulse structure and a narrow frequency bandwidth. The results also suggest that the UHF band may offer a unique window into EAS properties, providing valuable insights into the underlying physics of these events. This study contributes to the development of a new framework for understanding EAS radiation in the UHF band, with implications for the design of future experiments and the exploration of new detection techniques.",machine
4906,"We present a study on radio haloes in nearby galaxies, modeling them with 1D cosmic-ray transport using the SPINNAKER code. Our research aims to address the complex problem of understanding the origin and evolution of cosmic-ray electrons in galaxies. Through the implementation of the SPINNAKER code, we were able to simulate the propagation of cosmic-ray electrons in the interstellar medium of galaxies, accounting for diffusion, energy losses, and radiative processes. Our results suggest that a 1D cosmic-ray transport model is effective in reproducing the observed radio haloes in nearby galaxies, showcasing the importance of including detailed physical processes in such simulations. The key idea behind our work is to provide a comprehensive understanding of the mechanisms responsible for the formation of radio haloes in galaxies, shedding light on how cosmic-ray electrons populate these regions over time. Our methodology involves using the SPINNAKER code to solve the cosmic-ray transport equation numerically and compare the simulated radio halo properties with observational data. Overall, our study contributes to advancing the field of galactic cosmic-ray transport modeling and provides valuable insights into the nature of radio haloes in nearby galaxies.",machine
4907,"  There are two general ways to compress the cuprates, by external pressure or
by internal pressure as induced by isovalent-ion substitution. Paradoxically,
they have the opposite effect on the superconducting transition temperature.
This thesis seeks to understand the salient difference between these two
pressures.
  We study three families of cuprates where the ion size can be systematically
altered; Bi$_2$(Sr$_{1.6-x}$A$_x$)Ln$_{0.4}$CuO$_{6+ \delta}$, ACuO$_2 $ and
LnBa$_{2-x} $Sr$_x $Cu$_3 $O$_{7-\delta} $ where Ln is a Lanthenide or Y and
A=\{Mg,Ca,Sr,Ba\}. We use a variety of techniques to explore our paradox, for
example; Raman spectroscopy to measure the antiferromagnetic exchange energy
and energy gaps, Density Functional Theory to calculate the density of states,
Muon Spin Relaxation to measure the superfluid density as well as a variety of
more conventional techniques to synthesize and characterise our samples.
  Our Raman studies show that an energy scale for spin fluctuations cannot
resolve the different effects of the two pressures. Similarly the density of
states, while an important property, does not clearly resolve the paradox. Our
superfluid density measurements show that the disorder resulting from
isovalent-ion substitution is secondary in importance for the superconducting
transition temperature.
  Instead, we find that the polarisability is a key property of the cuprates
with regard to superconductivity. This understanding resolves the paradox! It
implies that electron pairing results from either (i) a short-range interaction
where the polarisability screens repulsive longer-range interactions and/or
(ii) the relatively unexplored idea of the exchange of quantized, coherent
polarisation waves. More generally, we have also demonstrated the utility of
studying ion-size effects to further our collective understanding of the
cuprates.
",human
4908,"  We propose a device consisting in an antidot periodically driven in time by a
magnetic field as a fractional quantum Hall counterpart of the celebrated
mesoscopic capacitor-based single electron source. We fully characterize the
setup as an ideal emitter of individual quasiparticles and electrons into
fractional quantum Hall edge channels of the Laughlin sequence. Our treatment
relies on a master equation approach and identifies the optimal regime of
operation for both types of sources. The quasiparticle/quasihole emission
regime involves in practice only two charge states of the antidot, allowing for
an analytic treatment. We show the precise quantization of the emitted charge,
we determine its optimal working regime, and we compute the phase noise/shot
noise crossover as a function of the escape time from the emitter. The emission
of electrons, which calls for a larger amplitude of the drive, requires a full
numerical treatment of the master equations as more quasiparticle charge states
are involved. Nevertheless, in this case the emission of one electron charge
followed by one hole per period can also be achieved, and the overall shape of
the noise spectrum is similar to that of the quasiparticle source, but the
presence of additional quasiparticle processes enhances the noise amplitude.
",human
4909,"  Circumstantial evidence suggests that most known extra-solar planetary
systems are survivors of violent dynamical instabilities. Here we explore how
giant planet instabilities affect the formation and survival of terrestrial
planets. We simulate planetary system evolution around Sun-like stars from
initial conditions that comprise: an inner disk of planetesimals and planetary
embryos, three giant planets at Jupiter-Saturn distances, and a massive outer
planetesimal disk. We then calculate dust production rates and debris disk SEDs
assuming that each planetesimal particle represents an ensemble of smaller
bodies in collisional equilibrium. We predict a strong correlation between the
presence of terrestrial planets and debris disks, mediated by the giant
planets. Strong giant planet instabilities destroy all rocky material -
including fully-formed terrestrial planets if the instabilities occur late -
along with the icy planetesimals. Stable or weakly unstable systems allow
terrestrial planets to accrete and significant dust to be produced in their
outer regions. Stars older than ~100 Myr with bright cold dust emission (at ~70
microns) signpost the dynamically calm environments conducive to efficient
terrestrial accretion. We predict that while the typical eccentricities of
terrestrial planets are small, there should exist a novel class of terrestrial
planet system whose single planet undergoes large amplitude oscillations in
eccentricity and inclination. By scaling to the observed semimajor axis
distribution of giant exoplanets, we estimate that terrestrial exoplanets in
the same systems should be a few times more abundant at 0.5 AU than giant or
terrestrial exoplanets at 1 AU. Finally, we discuss the Solar System, which
appears to be unusual in combining a rich terrestrial planet system with a low
dust content.
",human
